"","STATE","ST_CASE","VE_FORMS","VEH_NO","PER_NO","N_MOT_NO","COUNTY","DAY","MONTH","HOUR","MINUTE","ROAD_FNC","HARM_EV","MAN_COLL","SCH_BUS","MAKE","MAK_MOD","BODY_TYP","MOD_YEAR","VINTYPE","VINMAKE","VINA_MOD","VIN_BT","VINMODYR","VIN_LNGT","VIN_WGT","WGTCD_TR","WHLBS_LG","WHLBS_SH","SER_TR","FUELCODE","MCYCL_DS","TOW_VEH","SPEC_USE","EMER_USE","ROLLOVER","IMPACT1","IMPACT2","FIRE_EXP","AGE","SEX","PER_TYP","INJ_SEV","SEAT_POS","REST_USE","REST_MIS","AIR_BAG","EJECTION","EJ_PATH","EXTRICAT","DRINKING","ALC_DET","ALC_STATUS","ATST_TYP","ALC_RES","DRUGS","DRUG_DET","DSTATUS","DRUGTST1","DRUGTST2","DRUGTST3","DRUGRES1","DRUGRES2","DRUGRES3","HOSPITAL","DOA","DEATH_DA","DEATH_MO","DEATH_YR","DEATH_HR","DEATH_MN","DEATH_TM","LAG_HRS","LAG_MINS","P_SF1","P_SF2","P_SF3","CERT_NO","WORK_INJ","HISPANIC","RACE","LOCATION"
"1",9,90190,1,1,1,0,13,17,10,20,3,1,1,0,0,49,49401,14,2005,"P","TOYT","RV4","UT",5,17,3119,NA,0,980,NA,"G",NA,0,0,0,2,0,99,0,35,1,1,4,11,7,0,8,1,9,0,8,9,2,1,2,8,8,2,1,1,0,407,996,0,1,0,17,10,2010,22,32,2232,2,29,0,0,0,"************",0,7,1,0
"2",9,90190,1,1,2,0,13,17,10,20,3,1,1,0,0,49,49401,14,2005,"P","TOYT","RV4","UT",5,17,3119,NA,0,980,NA,"G",NA,0,0,0,2,0,99,0,29,1,2,4,13,7,0,8,1,9,0,8,9,2,1,10,8,8,2,1,1,0,407,996,0,0,7,17,10,2010,20,40,2040,0,37,0,0,0,"************",0,7,1,0
"3",9,90036,1,0,1,1,9,20,3,16,46,11,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,1,5,4,0,96,8,97,8,0,0,1,1,2,1,28,8,8,2,1,1,1,313,351,996,5,0,20,3,2010,17,25,1725,0,39,0,0,0,"************",0,4,98,11
"4",9,90038,1,1,1,0,11,21,3,23,42,11,1,0,0,12,12401,14,2002,"P","FORD","EPR","UT",2,17,4386,NA,0,1137,NA,"G",NA,0,0,0,2,0,13,0,33,1,1,2,11,3,0,1,0,0,0,1,1,2,1,8,0,1,2,1,0,0,1,0,0,5,0,88,88,8888,88,88,8888,999,99,0,0,0,"************",8,0,0,0
"5",9,90038,1,1,4,0,11,21,3,23,42,11,1,0,0,12,12401,14,2002,"P","FORD","EPR","UT",2,17,4386,NA,0,1137,NA,"G",NA,0,0,0,2,0,13,0,27,1,2,4,23,7,0,0,1,9,0,8,9,2,1,16,8,8,2,1,0,0,996,0,0,0,7,21,3,2010,23,49,2349,0,7,0,0,0,"************",0,7,18,0
"6",9,90046,2,2,1,0,3,10,1,2,26,11,12,1,0,49,49401,14,2005,"P","TOYT","RUN","UT",5,17,4090,NA,0,1098,NA,"G",NA,0,0,0,0,12,12,0,52,1,1,4,11,7,0,1,0,0,1,1,1,2,1,18,8,8,2,1,0,0,1,0,0,5,0,10,1,2010,99,99,9999,999,99,0,0,0,"************",0,7,1,0
"7",9,90055,1,1,1,0,9,7,4,0,8,11,24,0,0,20,20403,14,2004,"P","CHEV","TRL","UT",4,17,4612,NA,0,1130,NA,"G",NA,0,0,0,1,12,12,0,27,1,1,4,11,7,0,20,1,2,0,1,1,2,1,27,8,8,2,1,0,0,1,0,0,0,7,7,4,2010,0,21,21,0,13,0,0,0,"************",0,7,1,0
"8",9,90080,1,1,1,0,3,14,5,0,8,11,42,0,0,35,35443,20,2000,"P","NISS","QST","SV",0,17,3738,NA,0,1122,NA,"G",NA,0,0,0,0,10,10,0,53,1,1,4,11,3,0,20,0,0,0,1,1,2,1,19,8,8,2,1,0,0,997,0,0,9,9,14,5,2010,99,99,9999,999,99,0,0,0,"************",0,99,99,0
"9",9,90087,1,1,1,0,7,23,5,14,17,11,30,0,0,72,72706,80,2006,"M","HD","FCI","RS",6,17,NA,NA,NA,NA,NA,NA,1450,0,0,0,0,12,12,0,51,1,1,4,11,17,0,0,8,0,0,8,9,2,1,20,8,8,2,1,0,0,996,0,0,0,7,23,5,2010,14,26,1426,0,9,0,0,0,"************",0,7,1,0
"10",9,90098,1,1,1,0,1,6,6,21,14,11,25,0,0,51,51045,4,2009,"P","VOLV","S8T","4D",9,17,4016,NA,0,1116,NA,"G",NA,0,0,0,0,12,12,1,59,1,1,4,11,99,0,99,0,0,1,1,1,2,1,4,1,1,2,1,1,0,351,395,0,0,7,6,6,2010,21,20,2120,0,6,0,0,0,"************",0,7,1,0
"11",9,90103,2,2,1,0,9,11,6,23,33,11,12,1,0,37,37031,4,1994,"P","HOND","CDL","4D",94,17,2250,NA,0,1032,NA,"G",NA,0,0,0,0,12,12,0,21,1,1,4,11,7,0,1,0,0,1,8,9,2,1,20,8,8,2,1,0,0,1,0,0,0,7,11,6,2010,23,46,2346,0,13,0,0,0,"************",0,4,1,0
"12",9,90104,1,1,1,0,3,13,6,19,14,11,24,0,0,37,37031,4,1997,"P","HOND","UCL","4D",97,17,2426,NA,0,1032,NA,"G",NA,0,0,0,1,12,3,0,34,1,1,4,11,7,0,1,2,9,1,1,1,2,1,23,1,1,2,1,1,0,407,996,0,0,7,13,6,2010,19,26,1926,0,12,0,0,0,"************",0,4,1,0
"13",9,90114,3,3,1,0,3,27,6,0,31,11,12,2,0,35,35039,4,2001,"P","NISS","M20","4D",1,17,3071,NA,0,1083,NA,"G",NA,0,0,0,0,12,12,0,31,1,1,2,11,3,0,1,0,0,1,1,1,2,1,19,0,1,2,1,0,0,1,0,0,5,0,88,88,8888,88,88,8888,999,99,0,0,0,"************",8,0,0,0
"14",9,90134,2,2,1,0,3,9,7,23,38,11,12,1,0,54,54035,4,2002,"P","ACUR","3TS","4D",2,17,3558,NA,0,1081,NA,"G",NA,0,0,0,1,12,12,0,26,1,1,4,11,7,0,1,2,9,0,8,9,2,1,8,8,8,2,1,0,0,996,0,0,5,0,10,7,2010,4,44,444,5,6,0,0,0,"************",0,3,1,0
"15",9,90166,2,2,1,0,3,18,8,0,55,11,12,2,0,49,49402,14,2007,"P","TOYT","RG4","UT",7,17,3512,NA,0,1047,NA,"G",NA,0,0,0,0,12,12,0,51,1,1,0,11,3,0,9,0,0,0,1,1,2,1,14,0,1,2,1,0,0,1,0,0,0,0,88,88,8888,88,88,8888,999,99,0,0,0,"************",8,0,0,0
"16",9,90230,1,1,1,0,3,16,12,17,40,11,59,0,0,20,20401,14,2000,"P","CHEV","BZR","UT",0,17,4049,NA,0,1070,NA,"G",NA,0,0,0,1,12,12,0,45,1,1,4,11,99,0,1,0,0,1,1,5,2,1,11,8,8,2,1,0,0,996,0,0,5,0,16,12,2010,18,38,1838,0,58,0,0,0,"************",0,7,1,0
"17",9,90249,3,3,1,0,1,20,4,21,27,11,12,2,0,12,12402,14,2006,"P","FORD","SPE","UT",6,17,3407,NA,0,1031,NA,"G",NA,0,0,0,0,12,12,0,47,1,1,4,11,7,0,1,0,0,1,1,1,2,1,33,1,1,2,1,1,0,351,996,0,5,0,20,4,2010,22,20,2220,0,53,0,0,0,"************",0,7,1,0
"18",9,90301,2,2,1,0,3,23,12,17,16,11,12,7,0,20,20022,4,2006,"P","CHEV","BLS","4D",6,17,3216,NA,0,1033,NA,"G",NA,0,0,0,0,11,12,0,57,1,1,4,11,99,0,1,0,0,0,1,1,2,1,22,0,1,2,1,0,0,1,0,0,5,0,2,1,2011,99,99,9999,999,99,0,0,0,"************",0,7,1,0
"19",23,230069,1,1,1,0,31,15,8,1,50,1,1,0,0,30,30040,4,1991,"P","VOLK","JCG","4D",91,17,2275,NA,0,973,NA,"G",NA,0,0,0,2,0,13,0,28,1,1,0,11,99,0,99,0,0,0,1,5,2,1,22,8,8,0,0,0,0,0,0,0,0,0,88,88,8888,88,88,8888,999,99,0,0,0,"************",8,0,0,0
"20",25,250081,2,1,1,0,13,5,2,22,25,1,35,0,0,22,22016,2,1999,"P","PONT","SFS","CP",99,17,2630,NA,0,1041,NA,"G",NA,0,0,0,0,14,98,1,49,1,1,4,11,3,0,98,0,0,1,8,9,2,1,24,8,8,2,1,0,0,695,0,0,0,7,5,2,2010,22,25,2225,0,0,0,0,0,"************",0,7,2,0
"21",25,250005,1,0,1,1,25,14,1,20,4,11,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1,5,4,0,96,8,97,8,0,0,8,9,2,1,11,8,8,2,1,0,0,1,0,0,5,0,15,1,2010,1,38,138,5,34,0,0,0,"************",0,6,1,11
"22",25,250009,1,1,1,0,5,23,1,0,57,11,26,0,0,49,49040,4,1996,"P","TOYT","DLX","4D",96,17,2932,NA,0,1031,NA,"G",NA,0,0,0,1,12,81,0,26,1,1,4,11,7,0,0,0,0,1,8,9,2,1,17,8,8,2,1,0,0,1,0,0,0,7,23,1,2010,1,6,106,0,9,0,0,0,"************",0,7,1,0
"23",25,250024,1,1,1,0,27,1,3,0,35,11,24,0,0,24,24001,4,1997,"P","STRN","SL2","4D",97,17,2362,NA,0,1024,NA,"G",NA,0,0,0,1,82,99,0,61,1,1,4,11,7,0,1,0,0,0,8,9,2,1,22,8,8,2,1,0,0,1,0,0,5,0,1,3,2010,1,15,115,0,40,0,0,0,"************",0,7,1,0
"24",25,250068,1,1,2,0,21,30,4,2,0,11,24,0,0,54,54421,15,2001,"P","ACUR","MDX","UT",1,17,4323,NA,0,1063,NA,"G",NA,0,0,0,0,9,12,0,21,1,2,4,21,99,0,98,1,9,0,8,9,2,1,6,8,8,2,1,0,0,1,0,0,0,7,30,4,2010,2,0,200,0,0,0,0,0,"************",0,6,98,0
"25",25,250179,1,1,1,0,5,2,11,22,7,11,1,0,0,37,37402,14,2004,"P","HOND","CRV","UT",4,17,0,NA,0,1031,NA,"G",NA,0,0,0,2,0,98,0,62,1,1,4,11,7,0,1,1,9,0,8,9,2,1,1,8,8,2,1,0,0,1,0,0,5,0,2,11,2010,22,55,2255,0,48,0,0,0,"************",0,7,1,0
"26",25,250186,1,1,1,0,27,20,11,20,30,11,24,0,0,72,72706,80,2010,"M","HD","FLF","RS",10,17,NA,NA,NA,NA,NA,NA,1584,0,0,0,0,12,98,0,53,1,1,4,11,5,0,0,8,0,0,8,9,2,1,19,8,8,2,1,0,0,695,0,0,5,0,20,11,2010,21,0,2100,0,30,0,0,0,"************",0,7,1,0
"27",25,250217,1,1,1,0,27,14,11,0,45,11,1,0,0,35,35039,4,2005,"P","NISS","MEL","4D",5,17,3321,NA,0,1112,NA,"G",NA,0,0,0,2,0,98,0,21,1,1,4,11,3,0,1,0,0,1,8,9,2,1,2,8,8,2,1,0,0,996,0,0,5,0,14,11,2010,5,41,541,4,56,0,0,0,"************",0,7,1,0
"28",25,250217,1,1,2,0,27,14,11,0,45,11,1,0,0,35,35039,4,2005,"P","NISS","MEL","4D",5,17,3321,NA,0,1112,NA,"G",NA,0,0,0,2,0,98,0,21,1,2,4,23,3,0,98,0,0,1,8,9,2,1,4,8,8,2,1,0,0,1,0,0,0,7,14,11,2010,1,45,145,1,0,0,0,0,"************",0,7,1,0
"29",25,250223,1,1,1,0,17,18,11,23,0,11,24,0,0,98,98706,80,2004,"M","VCTY","TBD","RS",4,17,NA,NA,NA,NA,NA,NA,1507,0,0,0,0,7,7,0,21,1,1,4,11,5,0,0,8,0,0,8,9,2,1,1,8,8,2,1,0,0,1,0,0,5,0,21,11,2010,2,5,205,51,5,0,0,0,"************",9,7,1,0
"30",25,250276,2,1,1,0,27,9,10,13,25,11,1,0,0,98,98709,80,2002,"U",NA,NA,NA,2,17,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,98,0,25,1,1,4,11,16,0,0,8,0,0,8,9,2,1,5,8,8,2,1,0,0,695,0,0,5,0,9,10,2010,14,14,1414,0,49,0,0,0,"************",0,7,1,0
"31",25,250304,1,1,2,0,9,18,4,1,32,11,35,0,0,24,24007,4,2005,"P","STRN","SRL","C4",5,17,2843,NA,0,1035,NA,"G",NA,0,0,0,1,14,12,0,21,1,2,4,13,7,0,1,1,9,0,8,9,2,1,5,8,8,2,1,0,0,1,0,0,0,7,18,4,2010,1,32,132,0,0,0,0,0,"************",0,7,1,0
"32",33,330089,1,1,1,0,11,12,9,13,57,11,42,0,0,49,49050,3,2006,"P","TOYT","SXC","LB",6,17,2905,NA,0,1063,NA,"G",NA,0,0,0,0,12,12,0,24,1,1,4,11,3,0,1,0,0,1,1,1,2,1,8,8,8,2,1,0,0,401,0,0,0,7,12,9,2010,13,57,1357,0,0,0,0,0,"************",0,7,1,0
"33",33,330089,1,1,2,0,11,12,9,13,57,11,42,0,0,49,49050,3,2006,"P","TOYT","SXC","LB",6,17,2905,NA,0,1063,NA,"G",NA,0,0,0,0,12,12,0,25,1,2,4,13,7,0,1,0,0,1,1,2,2,1,2,8,8,2,1,0,0,1,0,0,0,7,12,9,2010,13,57,1357,0,0,0,0,0,"************",0,7,1,0
"34",33,330089,1,1,3,0,11,12,9,13,57,11,42,0,0,49,49050,3,2006,"P","TOYT","SXC","LB",6,17,2905,NA,0,1063,NA,"G",NA,0,0,0,0,12,12,0,25,1,2,4,21,7,0,0,0,0,1,1,1,2,1,21,8,8,2,1,0,0,603,0,0,0,7,12,9,2010,13,57,1357,0,0,0,0,0,"************",0,7,1,0
"35",33,330096,1,1,1,0,13,25,9,5,12,11,1,0,0,20,20402,14,2000,"P","CHEV","TKR","UT",0,17,2987,NA,0,976,NA,"G",NA,0,0,0,1,0,61,0,23,1,1,4,11,7,0,1,1,1,0,1,1,2,1,24,8,8,2,1,0,0,603,0,0,0,7,25,9,2010,5,12,512,0,0,0,0,0,"************",0,7,1,0
"36",33,330096,1,1,2,0,13,25,9,5,12,11,1,0,0,20,20402,14,2000,"P","CHEV","TKR","UT",0,17,2987,NA,0,976,NA,"G",NA,0,0,0,1,0,61,0,22,1,2,2,13,3,0,1,0,0,0,1,1,2,1,16,8,8,2,1,0,0,603,0,0,5,0,88,88,8888,88,88,8888,999,99,0,0,0,"************",8,0,0,0
"37",34,340103,2,1,1,0,7,28,3,6,25,11,12,1,0,35,35039,4,2001,"P","NISS","M20","4D",1,17,3071,NA,0,1083,NA,"G",NA,0,0,0,0,12,12,0,38,1,1,4,11,7,0,1,0,0,0,1,1,2,1,13,8,8,2,1,0,0,695,0,0,5,0,28,3,2010,7,15,715,0,50,0,0,0,"************",0,7,2,0
"38",34,340137,1,0,1,1,27,16,4,23,55,11,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,5,4,0,96,8,97,8,0,0,1,1,2,1,21,0,1,2,1,0,0,1,0,0,0,7,17,4,2010,0,15,15,0,20,0,0,0,"************",0,4,1,11
"39",34,340144,1,1,1,0,27,19,4,0,11,11,24,0,0,35,35481,31,2008,"T","NISS","TXP","CW",8,17,NA,2,0,1398,"TTN","G",NA,0,0,0,1,1,0,0,25,1,1,4,11,7,0,20,1,9,0,0,1,2,1,10,0,1,2,1,0,0,1,0,0,1,0,19,4,2010,1,22,122,1,11,0,0,0,"************",0,7,1,0
"40",34,340177,1,0,1,1,39,3,7,0,12,11,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1,5,4,0,96,8,97,8,0,0,1,1,2,1,24,8,8,2,1,0,0,1,0,0,0,7,3,7,2010,0,35,35,0,23,0,0,0,"************",0,7,2,11
"41",34,340181,1,1,1,0,27,23,4,18,42,11,24,0,0,73,73705,80,1998,"M","KAWK","ZXE","RS",98,17,NA,NA,NA,NA,NA,NA,600,0,0,0,0,12,9,0,24,1,1,4,11,5,0,0,8,0,0,1,1,2,1,20,1,1,2,1,1,1,603,600,606,0,7,23,4,2010,19,1,1901,0,19,0,0,0,"************",0,2,1,0
"42",34,340189,1,1,1,0,5,25,4,3,42,11,25,0,0,42,42401,14,1998,"P","MERZ","ML3","UT",98,17,4210,NA,0,1110,NA,"G",NA,0,0,0,1,12,13,0,21,1,1,2,11,3,0,2,0,0,0,1,1,2,1,2,0,1,2,1,0,0,1,0,0,5,0,88,88,8888,88,88,8888,999,99,0,0,0,"************",8,0,0,0
"43",34,340249,1,1,1,0,27,19,6,19,54,11,1,0,0,23,23401,14,2000,"T","GMC","J/E","4W",0,17,NA,1,0,1070,"J/E","G",NA,0,0,0,2,0,13,0,45,1,1,4,11,7,0,20,1,2,0,1,1,2,1,10,0,1,2,1,0,0,1,0,0,0,7,19,6,2010,21,0,2100,1,6,0,0,0,"************",0,7,1,0
"44",34,340260,3,1,1,0,35,20,6,1,14,11,12,1,0,53,53705,80,2009,"M","SUZI","SX7","RC",9,17,NA,NA,NA,NA,NA,NA,750,0,0,0,0,12,12,0,56,1,1,2,11,16,0,0,8,0,0,1,1,2,1,9,0,1,2,1,0,0,1,0,0,5,0,88,88,8888,88,88,8888,999,99,0,0,0,"************",8,0,0,0
"45",34,340265,3,1,1,0,35,2,5,5,41,11,12,2,0,37,37031,4,1998,"P","HOND","UDX","4D",98,17,2787,NA,0,1069,NA,"G",NA,0,0,0,0,12,3,0,37,1,1,4,11,99,0,99,0,0,1,1,1,2,1,9,0,1,2,1,0,0,1,0,0,0,7,2,5,2010,6,19,619,0,38,0,0,0,"************",0,2,1,0
"46",34,340294,1,1,1,0,35,2,7,3,14,11,33,0,0,34,34036,1,2006,"P","BMW","650","CV",6,17,4277,NA,0,1094,NA,"G",NA,0,0,0,1,14,13,0,25,1,1,4,11,7,0,1,1,9,0,1,1,2,1,25,8,8,2,1,0,0,1,0,0,0,7,2,7,2010,3,58,358,0,44,0,0,0,"************",0,6,1,0
"47",34,340295,2,2,1,0,3,21,5,3,53,11,12,7,0,37,37709,80,2008,"M","HOND","23L","EN",8,17,NA,NA,NA,NA,NA,NA,223,0,0,0,0,61,61,0,39,1,1,4,11,99,0,0,8,0,0,1,1,2,1,19,0,1,2,1,0,0,1,0,0,0,7,21,5,2010,5,6,506,1,13,0,0,0,"************",0,2,1,0
"48",34,340321,1,1,3,0,13,21,8,1,55,11,33,0,0,54,54032,4,1993,"P","ACUR","LEL","4D",93,17,3170,NA,0,1146,NA,"G",NA,0,0,0,1,14,14,0,25,1,2,4,21,3,0,0,0,0,0,1,1,2,1,12,0,1,2,1,0,0,1,0,0,0,7,21,8,2010,2,39,239,0,44,0,0,0,"************",0,7,2,0
"49",34,340387,2,0,1,1,27,11,10,2,31,11,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,5,4,0,96,8,97,8,0,0,1,1,2,1,26,1,1,2,1,1,1,407,402,600,0,7,11,10,2010,2,46,246,0,15,0,0,0,"************",0,4,98,11
"50",34,340457,1,1,1,0,35,19,12,6,8,11,58,0,0,51,51043,4,2000,"P","VOLV","SGS","4D",0,17,3245,NA,0,1049,NA,"G",NA,0,0,0,0,14,9,0,23,1,1,4,11,3,0,1,0,0,0,1,1,2,1,2,0,1,2,1,0,0,1,0,0,1,0,19,12,2010,7,41,741,1,33,0,0,0,"************",0,7,1,0
"51",34,340487,2,2,1,0,3,13,10,5,20,11,12,1,0,14,14006,4,2000,"P","MERC","MGL","4D",0,17,3973,NA,0,1147,NA,"G",NA,0,0,0,0,12,12,0,33,1,1,4,11,99,0,99,0,0,1,1,1,2,1,16,8,8,2,1,1,0,407,402,0,0,7,13,10,2010,5,53,553,0,33,0,0,0,"************",0,7,2,0
"52",34,340528,2,1,1,0,13,30,12,23,27,11,12,7,0,34,34035,4,2000,"P","BMW","52A","4D",0,17,3549,NA,0,1114,NA,"G",NA,0,0,0,1,1,13,0,45,1,1,2,11,7,0,20,0,0,1,1,1,2,1,24,0,1,2,1,0,0,1,0,0,5,0,88,88,8888,88,88,8888,999,99,0,0,0,"************",8,0,0,0
"53",34,340528,2,1,2,0,13,30,12,23,27,11,12,7,0,34,34035,4,2000,"P","BMW","52A","4D",0,17,3549,NA,0,1114,NA,"G",NA,0,0,0,1,1,13,0,49,1,2,4,13,7,0,20,0,0,1,1,1,2,1,18,0,1,2,1,0,0,1,0,0,0,7,30,12,2010,23,52,2352,0,25,0,0,0,"************",0,7,1,0
"54",34,340529,1,1,1,0,35,5,12,5,16,11,35,0,0,41,41047,4,1999,"P","MAZD","MIL","4D",99,17,3241,NA,0,1083,NA,"G",NA,0,0,0,1,14,6,0,30,1,1,4,11,7,0,20,0,0,1,1,1,2,1,23,8,8,2,1,0,0,1,0,0,0,7,5,12,2010,5,16,516,0,0,0,0,0,"************",0,7,2,0
"55",36,360017,1,1,1,0,59,9,1,1,5,1,24,0,0,2,2404,14,1999,"T","JEEP","LRO","4W",99,17,NA,1,0,1059,"GCK","G",NA,0,0,0,1,12,13,0,57,1,1,4,11,7,0,20,1,9,0,8,9,2,1,22,8,8,2,1,0,0,1,0,0,0,7,9,1,2010,1,20,120,0,15,0,0,0,"************",0,7,2,0
"56",36,360143,2,1,1,0,29,21,3,19,6,1,12,1,0,53,53706,80,2008,"M","SUZI","GXR","RS",8,17,NA,NA,NA,NA,NA,NA,1340,0,0,0,0,12,12,1,29,1,1,4,11,5,0,0,8,0,0,1,9,2,1,12,8,8,2,1,0,0,1,0,0,3,0,21,3,2010,20,0,2000,0,54,0,0,0,"************",0,7,1,0
"57",36,360180,1,1,1,0,67,4,4,6,4,1,31,0,0,20,20401,14,1995,"P","CHEV","BZR","UT",95,17,3867,NA,0,1005,NA,"G",NA,0,0,0,1,5,5,0,28,1,1,4,11,3,0,20,2,9,0,1,9,2,1,14,8,8,2,1,1,1,695,167,1,0,7,4,4,2010,6,30,630,0,26,0,0,0,"************",0,7,1,0
"58",36,360630,3,2,1,0,93,26,6,21,56,1,12,1,0,35,35043,4,2006,"P","NISS","S18","4D",6,17,2509,NA,0,998,NA,"G",NA,0,0,0,0,12,12,0,31,1,1,4,11,3,0,1,0,0,1,1,9,2,1,17,8,8,2,1,0,0,1,0,0,5,0,26,6,2010,23,35,2335,1,39,0,0,0,"************",9,7,1,0
"59",36,360680,1,1,2,0,59,6,9,4,46,1,25,0,0,6,6441,20,2008,"P","CHRY","TWC","SV",8,17,4335,NA,0,1212,NA,"F",NA,0,0,0,0,12,12,0,28,1,2,4,13,7,0,1,0,0,1,8,9,2,1,15,8,8,2,1,0,0,1,0,0,3,0,6,9,2010,5,28,528,0,42,0,0,0,"************",0,1,98,0
"60",36,360914,1,0,1,1,5,2,10,23,25,1,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,1,5,4,0,96,8,97,8,0,0,8,9,2,1,27,8,8,2,1,0,0,1,0,0,0,7,2,10,2010,23,32,2332,0,7,0,0,0,"************",0,99,99,11
"61",36,361061,1,1,2,0,47,1,10,23,58,1,59,0,0,37,37031,2,1999,"P","HOND","UCH","CP",99,17,2370,NA,0,1032,NA,"G",NA,0,0,0,0,5,5,0,21,1,2,4,13,3,0,99,0,0,9,8,9,2,1,9,8,8,2,1,0,0,1,0,0,3,0,2,10,2010,1,41,141,1,43,0,0,0,"************",0,99,99,0
"62",36,360432,1,0,1,1,81,26,1,1,6,11,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,5,4,0,96,8,97,8,0,0,8,9,2,1,28,8,8,2,1,0,0,1,0,0,0,7,26,1,2010,1,6,106,0,0,0,0,0,"************",0,99,99,11
"63",42,420120,1,1,1,0,125,12,2,9,0,1,48,0,0,37,37032,4,2005,"P","HOND","UEX","4D",5,17,3203,NA,0,1079,NA,"G",NA,0,0,0,1,12,14,0,56,1,1,4,11,3,0,8,0,0,1,9,9,2,1,8,9,8,2,1,0,0,997,0,0,5,0,12,2,2010,13,27,1327,4,27,0,0,0,"************",0,99,99,0
"64",42,420374,1,1,1,0,69,15,5,5,33,1,35,0,0,37,37032,2,1993,"P","HOND","ASE","CP",93,17,3014,NA,0,1071,NA,"G",NA,0,0,0,1,1,9,1,28,1,1,4,11,3,0,8,0,0,1,9,9,2,1,2,9,8,2,1,0,0,304,0,0,0,7,15,5,2010,7,0,700,1,27,0,0,0,"************",0,99,99,0
"65",42,420885,2,1,1,0,11,26,10,2,35,1,12,1,0,41,41050,4,2010,"P","MAZD","M6I","4D",10,17,3258,NA,0,1098,NA,"G",NA,0,0,0,0,12,12,0,25,1,1,4,11,7,0,1,0,0,1,1,1,2,1,24,0,7,2,1,0,0,1,0,0,0,7,26,10,2010,3,35,335,1,0,0,0,0,"************",0,99,99,0
"66",42,420998,2,1,1,0,85,27,10,2,36,1,12,8,0,12,12471,30,1991,"T","FORD","RNG","PK",91,17,NA,1,1140,1080,"RNG","G",NA,0,0,0,1,11,0,0,23,1,1,4,11,99,0,0,1,2,0,9,9,2,1,23,9,8,2,1,0,0,606,0,0,0,7,27,10,2010,3,30,330,0,54,0,0,0,"************",0,99,99,0
"67",42,421032,1,1,1,0,11,24,11,23,56,1,35,0,0,41,41051,4,2007,"P","MAZD","M3S","4D",7,17,2906,NA,0,1039,NA,"G",NA,0,0,0,1,10,0,0,23,1,1,4,11,7,0,20,1,2,0,1,1,2,1,11,0,7,2,1,0,0,1,0,0,0,7,25,11,2010,1,10,110,1,14,0,0,0,"************",0,99,99,0
"68",42,420017,3,1,1,0,49,22,1,23,11,11,12,2,0,20,20401,14,2003,"P","CHEV","BZR","UT",3,17,3884,NA,0,1005,NA,"G",NA,0,0,0,0,12,12,0,23,1,1,0,11,3,0,8,0,0,0,1,1,2,1,27,0,7,2,1,0,0,997,0,0,0,0,88,88,8888,88,88,8888,999,99,0,0,0,"************",8,0,0,0
"69",42,420052,3,2,1,0,101,1,1,3,3,11,12,1,0,12,12035,4,1999,"P","FORD","LXC","4D",99,17,2774,NA,0,1065,NA,"G",NA,0,0,0,0,6,6,0,45,1,1,4,11,99,0,20,2,1,1,8,9,2,1,19,8,8,2,1,0,0,1,0,0,0,7,1,1,2010,3,42,342,0,39,0,0,0,"************",0,99,99,0
"70",42,420145,1,1,1,0,89,5,3,22,35,11,35,0,0,37,37032,2,1996,"P","HOND","UER","CP",96,17,2930,NA,0,1069,NA,"G",NA,0,0,0,1,12,12,0,31,1,1,4,11,7,0,20,1,9,0,1,5,2,1,16,0,7,2,1,0,0,997,0,0,0,7,5,3,2010,23,26,2326,0,51,0,0,0,"************",0,99,99,0
"71",42,420160,1,0,1,1,133,5,3,0,10,11,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,5,4,0,96,8,97,8,0,0,1,5,2,1,30,0,7,2,1,0,0,1,0,0,0,7,6,3,2010,0,10,10,24,0,0,0,0,"************",0,99,99,11
"72",42,420308,1,1,1,0,81,2,5,1,40,11,35,0,0,12,12017,4,2000,"P","FORD","TSS","4D",0,17,3333,NA,0,1085,NA,"F",NA,0,0,0,1,12,0,0,24,1,1,4,11,7,0,20,1,2,0,1,1,2,1,33,0,7,2,1,0,0,1,0,0,0,7,2,5,2010,2,40,240,1,0,0,0,0,"************",0,99,99,0
